"x","y","temp","humidity","windspd","winddir","rain","days","vulnerable","other","ranger","pre1950","heli","resources","traffic","burned","wlf"
7.83446700453647,8.30680137526528,99.5069643504121,65.9407039443463,7.61452313247641,"W",3.68513689784789e-05,127,1157.37716053613,0,0,1,0,117.067075952329,"med",791.620319043316,0
2.69492159220879,3.55193260769635,69.887657017003,31.8950450303491,6.53418352579032,"E",3.99525995336194e-05,115,1134.42968916856,0,1,0,1,127.598018759712,"hi",451.951897628822,0
6.49818608611146,4.10611093871246,91.1529302272636,57.606073292844,11.5809645310477,"SE",4.11000332597514e-05,119,1209.60306777835,0,0,0,1,132.273678645013,"hi",584.451360687298,1
8.7508413936029,8.88799544398544,54.3605928436591,46.1667198525224,15.3833511751079,"E",3.97129964643379e-05,112,1118.6916308795,0,0,0,0,116.482608728202,"hi",589.681583651364,1
9.20021048002746,9.8101470402303,77.4427912965006,25.4909451722666,7.09663897274194,"NW",4.53710398384154e-05,146,1319.23768689243,0,0,1,0,136.521750333245,"lo",1010.56705781418,0
4.38952894199347,6.84222917851533,80.1520440465521,46.3613835243861,8.40363447228472,"NE",4.29051488096138e-05,118,1185.51282853245,0,0,1,0,121.463627154923,"lo",776.507913042645,1
8.32975930260932,6.2568419488735,71.1995391035148,46.6936784277025,10.8461375216167,"S",3.70914581643017e-05,107,1096.0589032272,0,0,0,1,118.138558543043,"hi",602.113101867455,0
12.7762813006189,7.10212040850507,59.3581984503962,26.2084632340227,17.3698556129022,"NW",3.80805856065219e-05,110,1081.69663945261,0,0,0,1,119.78124290989,"med",518.983710884687,1
7.85953357816892,7.43114346949965,83.9656763313787,53.4150162208408,12.7232451980561,"SE",4.43808005916302e-05,140,1314.09200446825,0,0,1,0,133.08109624071,"hi",915.610681776021,1
9.25716532333075,13.7645033882971,69.3156622376892,28.6850121509523,13.8833880808393,"N",4.55381642744206e-05,132,1277.51923709048,0,0,0,1,136.546168129372,"med",881.087139328403,1
12.5863810533119,9.42931364745735,79.9671801995321,36.4854310368255,9.4754274761058,"NW",4.19507927225344e-05,130,1225.63329249866,0,0,0,1,140.161648476534,"med",778.276525803524,0
7.2392223094797,8.25840150134448,93.6354102842581,40.8359702275586,14.3572643579049,"SW",4.32313717834422e-05,114,1153.9577763483,0,0,1,0,120.814828329497,"lo",675.466527806597,0
5.38458094951153,4.48047951584883,71.5049222036081,52.2862711585875,1.0910954951489,"SE",3.58658794107298e-05,107,1061.48485677637,0,0,0,1,120.185115507214,"hi",453.323682802919,0
9.49673490156525,13.3123407763452,71.9582411692722,26.2776243164206,5.63238257252069,"N",4.73799995029789e-05,148,1354.74393415744,1,0,0,0,118.357155487044,"hi",1245.09284191473,1
10.1672342287809,9.22271330730171,94.4154039862301,51.5724770101202,2.68242874795446,"NW",4.43400814119895e-05,155,1432.29956324785,1,0,0,0,124.199956879637,"lo",1410.03807543411,0
6.87024282831743,8.66659212784405,69.0781130673166,52.9948352780122,3.47915312941613,"NW",3.86938457328544e-05,107,1055.05791193073,0,0,0,1,115.747762866586,"hi",500.974781211943,0
6.79858515772748,5.1293270279145,72.7241115279957,17.5581938603118,11.5031711281275,"SW",4.99642765824826e-05,156,1407.00466066948,1,0,0,0,126.081791804255,"lo",1334.19698766036,0
7.07098577458968,6.61936933604602,61.7636979616054,34.563128627463,13.453781834133,"N",4.43857509499529e-05,109,1156.15610575959,0,0,0,0,122.206797496063,"hi",629.297287921492,1
6.23564305496191,8.3627773640034,82.489518562797,40.968718002895,14.0669161199046,"N",4.71379798620116e-05,138,1249.0306011787,0,0,0,1,140.158456629532,"med",787.528266162469,1
11.616246912511,7.60835351015323,59.35132146516,12.8982712644893,15.2390127760756,"NE",3.98366071439191e-05,120,1147.45588433192,0,0,0,0,121.560557523486,"lo",594.293027353079,1
6.62122653665605,6.25959674007712,88.4521641189135,47.0374364405772,16.6434276163774,"NE",4.05444813002837e-05,115,1054.51984048957,0,0,0,0,108.550242620251,"lo",594.160098834022,1
6.60433560825242,8.87591026273385,72.8025696008686,49.2937095299815,18.2084564709331,"N",4.90948076685956e-05,127,1287.23050495629,0,0,0,1,142.683033240878,"hi",796.379537779533,1
